"coffee_id","coffee_name","species_name","origin_country_name"
"C499","Ethiopia Suke Quto Single-Origin Espresso","Landrace","Ethiopia"
"C501","Panama Pacamara Natural","Pacamara","Panama"
"C507","Trust the Process — Full Natural","Caturra","Colombia"
"C508","Colombia Finca El Caucho Pink Bourbon","Bourbon","Colombia"
"C509","Colombia Antioquia Natural Carbonic Maceration Caturra","Caturra","Colombia"
"C510","Colombia La Gallera Estate","Bourbon","Colombia"
"C512","Colombia Java El Edén Limited Edition","Java","Colombia"
"C513","Finca La Maria Geisha Natural","Geisha","Colombia"
"C514","Angamaza","Caturra","Ecuador"
"C514","Angamaza","Typica","Ecuador"
"C516","Kona Geisha Champagne Natural","Geisha","Hawaii"
"C517","Dafis Abafita Natural Ethiopia","Java","Ethiopia"
"C519","Ka’u Yellow Bourbon","Bourbon","Hawaii"
"C521","Kinini Village Rwanda","Bourbon","Rwanda"
"C521","Kinini Village Rwanda","Java","Rwanda"
"C525","Ethiopia Yirgacheffe Cleopatra Natural","Landrace","Ethiopia"
"C527","Guatemala Santa Felisa Solar Eclipse Gesha Natural","Geisha","Guatemala"
"C528","Coral","Pacamara","Peru"
"C531","Panama Hacienda La Esmeralda Gesha","Geisha","Panama"
"C533","Ethiopia Sidama Telamo FTO Natural","Landrace","Ethiopia"
"C536","Ethiopia Grade 1 Chelchele","Landrace","Ethiopia"
"C538","Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed","Bourbon","Taiwan"
"C538","Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed","Typica","Taiwan"
"C540","Panama Elida ASD Natural","Geisha","Panama"
"C541","Peru Yanesha Geisha","Geisha","Peru"
"C544","Kona Red Bourbon Anaerobic Washed Uluwehi Farm","Bourbon","Hawaii"
"C545","Wush Wush","Wush Wush","Ethiopia"
"C546","Honey Typica Anaerobic","Typica","Hawaii"
"C547","Geisha","Geisha","Hawaii"
"C548","Panama Abu Natural ASD Geisha BOP GN11","Geisha","Panama"
"C549","Ethiopia Kochere Boji","Landrace","Ethiopia"
"C550","Panama Finca Minerva-Mirage Pacamara BOP PAC04","Pacamara","Panama"
"C550","Panama Finca Minerva-Mirage Pacamara BOP PAC04","Typica","Panama"
"C551","Tanzania Shimiligwanda","Bourbon","Tanzania"
"C555","Ethiopia Yirgacheffe Natural Haru Suke G1","Landrace","Ethiopia"
"C556","Finca Sophia Gesha Washed","Geisha","Panama"
"C557","Colombia Granja La Esperanza Java Anaerobic","Java","Colombia"
"C558","Shantawene Ethiopia Daya Bensa Natural","Landrace","Ethiopia"
"C559","Kenya AA FAQ","SL28","Kenya"
"C559","Kenya AA FAQ","SL34","Kenya"
"C560","Ardent Ethiopia Natural","Landrace","Ethiopia"
"C563","GW01 Finca Sophia Olympus Geisha","Geisha","Panama"
"C565","Taiwan Geisha Honey","Geisha","Taiwan"
"C566","Camilina Geisha","Geisha","Panama"
"C567","Hacienda La Esmeralda Buenos Aires Geisha Natural","Geisha","Panama"
"C567","Hacienda La Esmeralda Buenos Aires Geisha Natural","Java","Panama"
"C568","Ethiopia Sidama Bona Washed G1","Landrace","Ethiopia"
"C570","Finca Santa Isabel","Caturra","Guatemala"
"C571","Finca San Carlos","Catuai","Guatemala"
"C571","Finca San Carlos","Bourbon","Guatemala"
"C572","Ethiopia Natural Guji D Minor Special Lot","Landrace","Ethiopia"
"C573","2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha","Geisha","Panama"
"C575","Ethiopia Bombe Mountains","Landrace","Ethiopia"
"C577","Coffea Diversa Rume Sudan Winey","Landrace","Guatemala"
"C578","Hawai’i Puna Anaerobic Washed","Caturra","Hawaii"
"C578","Hawai’i Puna Anaerobic Washed","Typica","Hawaii"
"C579","Colombia Hacienda Casablanca","Geisha","Colombia"
"C580","Ethiopia Natural Guji Kercha Lot Riverside","Landrace","Ethiopia"
"C583","Buna Boka #1","Landrace","Ethiopia"
"C584","El Jardin","Caturra","Colombia"
"C585","Kenya Wachuri","Batian","Kenya"
"C585","Kenya Wachuri","Ruiru 11","Kenya"
"C586","Kenya Baragwi Guama AB","SL28","Kenya"
"C591","Kenya Thunguri AA","SL28","Kenya"
"C592","Kenya Kirinyaga Kabare Karani AA","SL28","Kenya"
"C592","Kenya Kirinyaga Kabare Karani AA","Batian","Kenya"
"C592","Kenya Kirinyaga Kabare Karani AA","SL34","Kenya"
"C592","Kenya Kirinyaga Kabare Karani AA","Ruiru 11","Kenya"
"C593","Kenya Kirinyaga Kii","SL28","Kenya"
"C593","Kenya Kirinyaga Kii","Batian","Kenya"
"C593","Kenya Kirinyaga Kii","SL34","Kenya"
"C593","Kenya Kirinyaga Kii","Ruiru 11","Kenya"
"C594","Kenya Rungeto","SL28","Kenya"
"C594","Kenya Rungeto","Batian","Kenya"
"C594","Kenya Rungeto","SL34","Kenya"
"C594","Kenya Rungeto","Ruiru 11","Kenya"
"C595","Kenya AA Top Gatomboya","SL28","Kenya"
"C595","Kenya AA Top Gatomboya","SL34","Kenya"
"C597","Ethiopia Banko Gotiti","Landrace","Ethiopia"
"C598","Ethiopia Yabitu Koba","Landrace","Ethiopia"
"C599","Ethiopia Banko Gotiti","Landrace","Ethiopia"
"C599","Ethiopia Banko Gotiti","Java","Ethiopia"
"C602","Colombia Asobombo Inza","Caturra","Colombia"
"C604","Panama Boquete Torre Lot #1 Geisha Honey","Geisha","Panama"
"C605","Yellow Caturra (special lot)","Caturra","Hawaii"
"C606","Hawai’i Kilauea Volcano Yeast Fermentation Washed","Caturra","Hawaii"
"C606","Hawai’i Kilauea Volcano Yeast Fermentation Washed","Typica","Hawaii"
"C607","Kona Pink Honey Black Rock Farm","Typica","Hawaii"
"C610","El Salvador Santa Elena Pacamara","Pacamara","El Salvador"
"C611","Ethiopia Sheka Kawo Kamina Natural","Landrace","Ethiopia"
"C614","Ethiopia Yirgacheffe Natural Farm Direct","Landrace","Ethiopia"
"C616","Colombia San Luís Gesha","Geisha","Colombia"
"C617","Karani Kenya","SL28","Kenya"
"C617","Karani Kenya","Batian","Kenya"
"C617","Karani Kenya","SL34","Kenya"
"C617","Karani Kenya","Ruiru 11","Kenya"
"C618","Miraflores Colombia","Caturra","Colombia"
"C621","Kenya Gicherori","Batian","Kenya"
"C621","Kenya Gicherori","Ruiru 11","Kenya"
"C628","Ka’u Red Caturra Peaberry","Caturra","Hawaii"
"C629","Wush Wush Ginbo Keffa Ethiopia","Wush Wush","Ethiopia"
"C630","Burundi Karehe","Bourbon","Burundi"
"C633","Estelí Nicaragua","Caturra","Nicaragua"
"C635","Colombia Finca El Roblar","Caturra","Colombia"
"C636","Guatemala Bella Carmona","Caturra","Guatemala"
"C636","Guatemala Bella Carmona","Bourbon","Guatemala"
"C637","Ethiopia Yirgacheffe Kochere Debo","Java","Ethiopia"
"C638","Kilauea Volcano Champagne Natural","Caturra","Hawaii"
"C638","Kilauea Volcano Champagne Natural","Typica","Hawaii"
"C639","Nicaragua La Benedicion SL28 Natural","SL28","Nicaragua"
"C640","Colombia Tolima Geisha","Geisha","Colombia"
"C642","Kenya AA Kirinyaga Kii","SL28","Kenya"
"C642","Kenya AA Kirinyaga Kii","SL34","Kenya"
"C643","Colombia Antioquia La Papaya Bourbon Chiroso","Bourbon","Colombia"
"C644","Karimiuki Espresso","SL28","Kenya"
"C644","Karimiuki Espresso","Batian","Kenya"
"C644","Karimiuki Espresso","SL34","Kenya"
"C644","Karimiuki Espresso","Ruiru 11","Kenya"
"C645","Karimiuki Kenya","SL28","Kenya"
"C645","Karimiuki Kenya","Batian","Kenya"
"C645","Karimiuki Kenya","SL34","Kenya"
"C645","Karimiuki Kenya","Ruiru 11","Kenya"
"C647","DR Congo, Gera Village, SOPACDI","Bourbon","Democratic Republic of the Congo"
"C648","El Floral Colombia","Caturra","Colombia"
"C649","El Salvador Geisha Natural","Geisha","El Salvador"
"C651","Taiwan Natural Alishan Zhuo-Wu Farm Geisha","Geisha","Taiwan"
"C656","Brazil Ipanema Black Edition A-41 Red Cherry","Typica","Brazil"
"C657","Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey","Villa Sarchi","Costa Rica"
"C660","Red Bourbon Natural Exclusive Reserve","Bourbon","Hawaii"
"C663","Kona Classic Black Rock Farm","Typica","Hawaii"
"C665","Colombia Cauca At’e","Caturra","Colombia"
"C669","Ignacio Quintero Colombia","Caturra","Colombia"
"C670","Ka’u Giant Maragogipe","Maragogipe","Hawaii"
"C673","Kenya Embu Gicherori Factory AA Top","SL28","Kenya"
"C673","Kenya Embu Gicherori Factory AA Top","SL34","Kenya"
"C674","Colombia Finca Lord Baltimore Papayo","Landrace","Colombia"
"C675","Mocha Java","Java","Ethiopia"
"C675","Mocha Java","Java","Sumatra"
"C678","Kenya Tuikit Factory AA","SL28","Kenya"
"C678","Kenya Tuikit Factory AA","SL34","Kenya"
"C678","Kenya Tuikit Factory AA","Ruiru 11","Kenya"
"C679","Abu Natural Panama Geisha","Geisha","Panama"
"C682","Gesha Village Single-Variety Gesha Special Selection","Geisha","Ethiopia"
"C684","Monteblanco Cold Fermentation Geisha","Geisha","Colombia"
"C686","Yemen Al-Obbarat","Typica","Yemen"
"C687","Ecuador Quilanga Typica Yeast Fermentation","Typica","Ecuador"
"C689","Ethiopia Wush Wush","Wush Wush","Ethiopia"
"C691","Costa Rica Luis Campos Anaerobic","Caturra","Costa Rica"
"C692","Colombia Granja La Esperanza Tres Dragones","Java","Colombia"
"C693","Colombia Finca La Loma Microlot","Bourbon","Colombia"
"C695","Elida Natural Dragonfly Lot","Catuai","Panama"
"C696","Kona Laurina Pointu","Bourbon","Hawaii"
"C700","Kenya Kiri Peaberry","SL28","Kenya"
"C700","Kenya Kiri Peaberry","SL34","Kenya"
"C704","Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2","Geisha","Panama"
"C705","El Salvador Finca El Cerro Natural","Bourbon","El Salvador"
"C705","El Salvador Finca El Cerro Natural","Typica","El Salvador"
"C705","El Salvador Finca El Cerro Natural","Pacamara","El Salvador"
"C705","El Salvador Finca El Cerro Natural","Pacas","El Salvador"
"C705","El Salvador Finca El Cerro Natural","Maragogipe","El Salvador"
"C711","Panama Esmeralda Geisha Natural","Geisha","Panama"
"C713","Kenya FSC AB","SL28","Kenya"
"C713","Kenya FSC AB","Batian","Kenya"
"C713","Kenya FSC AB","SL34","Kenya"
"C713","Kenya FSC AB","Ruiru 11","Kenya"
"C714","Ceri Ceri Meriah Coffee","Java","Indonesia"
"C715","Alamendah Patuha Coffee","Java","Indonesia"
"C715","Alamendah Patuha Coffee","Typica","Indonesia"
"C720","Panama Esmeralda Geisha Portón Oro Yeast","Geisha","Panama"
"C725","Panama Elida Geisha Natural 1029","Geisha","Panama"
"C726","Port of Mokha Yemen JSP","Heirloom","Yemen"
"C727","Panama Elida Natural Catuai","Catuai","Panama"
"C732","Washed Geisha Hacienda La Esmeralda Jaramillo Special","Geisha","Panama"
"C733","Panama Perci Geisha Natural","Geisha","Panama"
"C734","Elida Estate Geisha Green-Tip Natural","Geisha","Panama"
"C736","Panama Hacienda La Esmeralda Super Mario Geisha","Geisha","Panama"
"C736","Panama Hacienda La Esmeralda Super Mario Geisha","Typica","Panama"
"C739","Gesha Village Lot #85 Natural","Geisha","Ethiopia"
"C739","Gesha Village Lot #85 Natural","Typica","Ethiopia"
"C743","Best of Panama GNEP-01 Elida Geisha Green Tip Natural","Geisha","Panama"
"C744","Geisha XO","Geisha","Colombia"
"C745","Colombia Finca La Maria Geisha Natural","Geisha","Colombia"
"C746","Panama Finca Kalithea Natural Geisha","Geisha","Panama"
"C747","Panama Hacienda La Esmeralda Super Mario 6 Geisha","Geisha","Panama"
"C748","Panama Geisha Alto Jaramillo","Geisha","Panama"
"C749","Colombia Laderas del Tapias Estate Natural Geisha","Geisha","Colombia"
"C750","Gesha Village Natural Lot #19","Geisha","Ethiopia"
"C750","Gesha Village Natural Lot #19","Typica","Ethiopia"
"C751","Gesha Village 1931 Lot 27","Geisha","Ethiopia"
"C754","Panama Finca San Sebastian","Catuai","Panama"
"C754","Panama Finca San Sebastian","Java","Panama"
"C759","El Salvador","Heirloom","El Salvador"
"C759","El Salvador","Bourbon","El Salvador"
"C760","Cup of Excellence Rwanda Champion","Bourbon","Rwanda"
"C763","Geisha Village Auction Lot #11","Geisha","Ethiopia"
"C765","Kenya Kimaruri","SL28","Kenya"
"C765","Kenya Kimaruri","Batian","Kenya"
"C765","Kenya Kimaruri","SL34","Kenya"
"C765","Kenya Kimaruri","Ruiru 11","Kenya"
"C767","Colombia Valle del Cauca Cerro Azul Geisha","Geisha","Colombia"
"C768","Green-Tip Geisha","Geisha","Mexico"
"C769","Barichu Double","SL28","Kenya"
"C769","Barichu Double","Batian","Kenya"
"C769","Barichu Double","SL34","Kenya"
"C769","Barichu Double","Ruiru 11","Kenya"
"C770","Rukera Kenya","K7","Kenya"
"C770","Rukera Kenya","Batian","Kenya"
"C770","Rukera Kenya","SL34","Kenya"
"C770","Rukera Kenya","SL28","Kenya"
"C770","Rukera Kenya","Ruiru 11","Kenya"
"C771","Rukera Espresso","K7","Kenya"
"C771","Rukera Espresso","Batian","Kenya"
"C771","Rukera Espresso","SL34","Kenya"
"C771","Rukera Espresso","SL28","Kenya"
"C771","Rukera Espresso","Ruiru 11","Kenya"
"C773","Espresso Mandarina","Bourbon","Ethiopia"
"C773","Espresso Mandarina","Bourbon","Congo"
"C774","SOB Espresso","Caturra","Colombia"
"C776","La Belleza Colombia","Caturra","Colombia"
"C777","Crystalina","Bourbon","Colombia"
"C779","Ninety Plus Gesha Estates JBC Custom Lot #252","Geisha","Panama"
"C780","La Palma Y El Tucan Hero Series Colombia Sidra Lot #190","Bourbon","Colombia"
"C780","La Palma Y El Tucan Hero Series Colombia Sidra Lot #190","Typica","Colombia"
"C781","Ka’u Champagne Natural","Caturra","Hawaii"
"C781","Ka’u Champagne Natural","Typica","Hawaii"
"C782","Monarch Gesha","Geisha","Hawaii"
"C784","Colombia Tolima Monteverde Estate Natural Wush Wush","Wush Wush","Colombia"
"C788","Gesha Rebecca Natural","Geisha","Ethiopia"
"C789","Café Granja La Esperanza Sudan Rume Natural","Java","Colombia"
"C794","Tanzania Tarime AB","KP423","Tanzania"
"C795","El Salvador Cerro Las Ranas Honey Espresso","Bourbon","El Salvador"
"C796","Panama Baru Geisha Black","Geisha","Panama"
"C799","Ethiopia Guji","Typica","Ethiopia"
"C802","Rwanda Kanzu","Heirloom","Rwanda"
"C802","Rwanda Kanzu","Bourbon","Rwanda"
"C806","Rwanda Mushonyi Natural","Bourbon","Rwanda"
"C809","Tanzania Ngorongoro Ridge Peaberry","Bourbon","Tanzania"
"C810","Ethiopia Haro Wachu","Typica","Ethiopia"
"C811","Banco Gotete Ethiopia","Typica","Ethiopia"
"C813","Honduras Las Flores Parainema","Parainema","Honduras"
"C814","Kivu DR Congo","Bourbon","Democratic Republic of the Congo"
"C815","Panama Ninety Plus Perci Lot 50","Geisha","Panama"
"C816","Colombia Sidra","Bourbon","Colombia"
"C816","Colombia Sidra","Typica","Colombia"
"C817","Colombia Geisha","Geisha","Colombia"
"C821","Kenya Karuthi AA","SL28","Kenya"
"C821","Kenya Karuthi AA","SL34","Kenya"
"C823","Ethiopia Kochere Washed Saona Lot","Typica","Ethiopia"
"C826","Colombia El Obraje Gesha","Geisha","Colombia"
"C828","Baru Gesha","Geisha","Panama"
"C829","Mama Cata Geisha Washed","Geisha","Panama"
"C835","Elida Estate Geisha Natural Dragonfly Reserve","Geisha","Panama"
"C836","Costa Rica Geisha Honey COE 2018 2nd Place","Geisha","Costa Rica"
"C837","Guatemala Pacamara Natural","Bourbon","Guatemala"
"C837","Guatemala Pacamara Natural","Typica","Guatemala"
"C837","Guatemala Pacamara Natural","Pacamara","Guatemala"
"C837","Guatemala Pacamara Natural","Pacas","Guatemala"
"C837","Guatemala Pacamara Natural","Maragogipe","Guatemala"
"C838","La Providencia Guatemala Maragogype","Maragogipe","Guatemala"
"C838","La Providencia Guatemala Maragogype","Typica","Guatemala"
"C841","Hacienda La Esmeralda Cabana Geisha Natural","Geisha","Panama"
"C842","Finca La Aurora Camilina Geisha","Geisha","Panama"
"C845","Kenya Baragwi Thimu Peaberry","SL28","Kenya"
"C845","Kenya Baragwi Thimu Peaberry","SL34","Kenya"
"C845","Kenya Baragwi Thimu Peaberry","Ruiru 11","Kenya"
"C847","Esmeralda Estate Porton Geisha Natural","Geisha","Panama"
"C849","Ethiopia Washed Phoenix Special “Muse”","Typica","Ethiopia"
"C852","Ethiopia Yirgacheffe Botabaa Washed","Typica","Ethiopia"
"C854","Ethiopia Gera Limmu Oromia","Typica","Ethiopia"
"C855","Kenya Kabare Konyu","SL28","Kenya"
"C855","Kenya Kabare Konyu","SL34","Kenya"
"C855","Kenya Kabare Konyu","Ruiru 11","Kenya"
"C856","Alemu Bukato Espresso","Typica","Ethiopia"
"C857","Tarime Tanzania","Bourbon","Tanzania"
"C858","Berlina Geisha","Geisha","Panama"
"C859","Gatugi Triple","SL28","Kenya"
"C859","Gatugi Triple","Batian","Kenya"
"C859","Gatugi Triple","SL34","Kenya"
"C859","Gatugi Triple","Ruiru 11","Kenya"
"C862","Guatemala Finca El General Lot ALT8 Espresso","Bourbon","Guatemala"
"C862","Guatemala Finca El General Lot ALT8 Espresso","Typica","Guatemala"
"C864","Finca El Socorro Maracaturra","Caturra","Guatemala"
"C864","Finca El Socorro Maracaturra","Bourbon","Guatemala"
"C864","Finca El Socorro Maracaturra","Pacamara","Guatemala"
"C864","Finca El Socorro Maracaturra","Pacas","Guatemala"
"C864","Finca El Socorro Maracaturra","Heirloom","Guatemala"
"C864","Finca El Socorro Maracaturra","Maragogipe","Guatemala"
"C865","Ethiopia Kochere Debo Washed Gellana","Typica","Ethiopia"
"C869","Red Bourbon Honey Cold Brew Coffee","Heirloom","Colombia"
"C869","Red Bourbon Honey Cold Brew Coffee","Bourbon","Colombia"
"C870","Karimikui Espresso","Batian","Kenya"
"C870","Karimikui Espresso","SL34","Kenya"
"C870","Karimikui Espresso","SL28","Kenya"
"C870","Karimikui Espresso","Heirloom","Kenya"
"C870","Karimikui Espresso","Ruiru 11","Kenya"
"C872","Costa Rica Cumbres Del Poas “Perla Negra” Natural","Caturra","Costa Rica"
"C876","Gesha Village Lot #25","Geisha","Ethiopia"
"C877","Costa Rica Perla Negra","Caturra","Costa Rica"
"C883","Kenya Embu Uteuzi Jimbo","SL28","Kenya"
"C883","Kenya Embu Uteuzi Jimbo","Heirloom","Kenya"
"C883","Kenya Embu Uteuzi Jimbo","SL34","Kenya"
"C883","Kenya Embu Uteuzi Jimbo","Ruiru 11","Kenya"
"C884","DR Congo FTO Bourbon SOPACDI","Bourbon","Democratic Republic of the Congo"
"C885","Tarime Tanzania","Bourbon","Tanzania"
"C886","Kiniyota Espresso","Heirloom","Burundi"
"C886","Kiniyota Espresso","Bourbon","Burundi"
"C887","El Obraje Geisha","Geisha","Colombia"
"C890","Yemen Microlot","Heirloom","Yemen"
"C891","Lycello by Ninety Plus","Geisha","Panama"
"C892","Lotus by Ninety Plus","Geisha","Panama"
"C893","Karen J Red Bourbon","Bourbon","Hawaii"
"C898","Yemen Port of Mokha Al-Durrar","Heirloom","Yemen"
"C899","Finca La Maria Geisha Natural","Geisha","Colombia"
"C903","Panama Baru Geisha Honey by Joseph","Geisha","Panama"
"C904","Panama Baru Geisha Natural by Joseph","Geisha","Panama"
"C905","Burundi Buhorwa","Heirloom","Burundi"
"C905","Burundi Buhorwa","Bourbon","Burundi"
"C909","Sumatra Mutu Batak","S795","Indonesia"
"C911","Kiniyota Burundi","Heirloom","Burundi"
"C911","Kiniyota Burundi","Bourbon","Burundi"
"C915","Guatemala Retiro Natural Process","Heirloom","Guatemala"
"C915","Guatemala Retiro Natural Process","Bourbon","Guatemala"
"C915","Guatemala Retiro Natural Process","Typica","Guatemala"
"C920","Panama Auromar Estate Geisha Peaberry","Geisha","Panama"
"C921","Panama Finca Hartmann Geisha Natural","Geisha","Panama"
"C922","Mini-Me Washed Kaffa Forest","Typica","Ethiopia"
"C925","Blue Label La Esmeralda Porton Pascua Gesha","Geisha","Panama"
"C926","David Mburu Kenya","SL28","Kenya"
"C926","David Mburu Kenya","SL34","Kenya"
"C926","David Mburu Kenya","Ruiru 11","Kenya"
"C927","El Peñon Nicaragua","Catuai","Nicaragua"
"C928","Kenya Chorongi Peaberry","SL28","Kenya"
"C928","Kenya Chorongi Peaberry","Batian","Kenya"
"C928","Kenya Chorongi Peaberry","SL34","Kenya"
"C928","Kenya Chorongi Peaberry","Ruiru 11","Kenya"
"C929","Kenya Riakiberu AB","SL28","Kenya"
"C929","Kenya Riakiberu AB","Bourbon","Kenya"
"C930","Yule Blend 2018","SL28","Kenya"
"C930","Yule Blend 2018","Ruiru 11","Kenya"
"C931","Kenya Thaitu","SL28","Kenya"
"C931","Kenya Thaitu","SL34","Kenya"
"C931","Kenya Thaitu","Ruiru 11","Kenya"
"C933","Panama Auromar Geisha Natural","Geisha","Panama"
"C934","El Salvador Finca Kilimanjaro","SL28","El Salvador"
"C935","Panama Elida Green Tip Gesha Natural","Geisha","Panama"
"C935","Panama Elida Green Tip Gesha Natural","Catuai","Panama"
"C937","Panama Don Julian Pacamara","Bourbon","Panama"
"C937","Panama Don Julian Pacamara","Pacamara","Panama"
"C937","Panama Don Julian Pacamara","Pacas","Panama"
"C937","Panama Don Julian Pacamara","Heirloom","Panama"
"C937","Panama Don Julian Pacamara","Maragogipe","Panama"
"C938","Kenya AB Muchoki","Bourbon","Kenya"
"C938","Kenya AB Muchoki","Ruiru 11","Kenya"
"C939","Geisha Panama Santamaria Natural","Geisha","Panama"
"C940","100% Kona SL-28","Bourbon","Hawaii"
"C944","Kenya Mutungati","SL28","Kenya"
"C944","Kenya Mutungati","SL34","Kenya"
"C944","Kenya Mutungati","Ruiru 11","Kenya"
"C951","El Aquila Pacamara Espresso","Bourbon","El Salvador"
"C951","El Aquila Pacamara Espresso","Pacamara","El Salvador"
"C951","El Aquila Pacamara Espresso","Pacas","El Salvador"
"C951","El Aquila Pacamara Espresso","Heirloom","El Salvador"
"C951","El Aquila Pacamara Espresso","Maragogipe","El Salvador"
"C952","Guatemala Finca El Injerto Gesha","Geisha","Guatemala"
"C953","Kenya Gatomboya AA","SL28","Kenya"
"C953","Kenya Gatomboya AA","SL34","Kenya"
"C955","A.G.E. Duetto Espresso","Geisha","Ethiopia"
"C955","A.G.E. Duetto Espresso","Geisha","Panama"
"C956","Kenya Nyeri Hill Farm","SL28","Kenya"
"C956","Kenya Nyeri Hill Farm","SL34","Kenya"
"C957","Jinotega Geisha","Geisha","Nicaragua"
"C958","Nicaragua Un Regalo de Dios Bourbon","Bourbon","Nicaragua"
"C960","Halo Beriti Ethiopia","Typica","Ethiopia"
"C961","Ethiopia Konga Sede","Typica","Ethiopia"
"C964","Shine Day El Salvador","Bourbon","El Salvador"
"C966","Guatemala Finca El General Espresso","Bourbon","Guatemala"
"C966","Guatemala Finca El General Espresso","Typica","Guatemala"
"C967","Kenya Boma Peaberry","SL28","Kenya"
"C967","Kenya Boma Peaberry","Batian","Kenya"
"C967","Kenya Boma Peaberry","SL34","Kenya"
"C967","Kenya Boma Peaberry","Ruiru 11","Kenya"
"C969","Kenya Boma AA","SL28","Kenya"
"C969","Kenya Boma AA","Batian","Kenya"
"C969","Kenya Boma AA","SL34","Kenya"
"C969","Kenya Boma AA","Ruiru 11","Kenya"
"C970","Colombia Finca Campoalegre","Caturra","Colombia"
"C971","Panama Geisha","Geisha","Panama"
"C972","Esmeralda Special Auction Washed Geisha","Geisha","Panama"
"C973","Gesha Village 1931, Lot 86","Geisha","Ethiopia"
"C974","Gesha Village Natural Oma Block Lot 72","Geisha","Ethiopia"
"C975","Gesha Village Lot 76 Nasha Block","Geisha","Ethiopia"
"C976","Gesha Village Auction Lot 26 Gori Gesha Natural","Geisha","Ethiopia"
"C977","Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera","Geisha","Panama"
"C978","Karuthi Espresso","SL28","Kenya"
"C978","Karuthi Espresso","SL34","Kenya"
"C979","Chelelektu Espresso","Typica","Ethiopia"
"C980","Karuthi Kenya","SL28","Kenya"
"C980","Karuthi Kenya","SL34","Kenya"
"C981","Finca El Obraje Colombia Gesha","Geisha","Colombia"
