"coffee_name","roaster_name","roaster_city","roaster_country_name"
"Guatemala El Injerto Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Colombia Granja La Esperanza Geisha","Equator Coffees & Teas","San Rafael","United States"
"Honey Pot Espresso","Kuma Coffee","Seattle","United States"
"Honey Pot Espresso","Kuma Coffee","Seattle","United States"
"Honey Pot Espresso","Kuma Coffee","Seattle","United States"
"Guatemala El Diamante","Temple Coffee and Tea","Sacramento","United States"
"Guatemala El Diamante","Temple Coffee and Tea","Sacramento","United States"
"Mocha Java","Green Mountain Coffee","Waterbury","United States"
"Guatemala Pandora Pacamara Medium-Light Roast","Cafe de Impression","Kaohsiung","Taiwan"
"Guatemala Pandora Pacamara Medium-Light Roast","Cafe de Impression","Kaohsiung","Taiwan"
"Guatemala Pandora Pacamara Medium-Light Roast","Cafe de Impression","Kaohsiung","Taiwan"
"Guatemala Pandora Pacamara Medium-Light Roast","Cafe de Impression","Kaohsiung","Taiwan"
"Guatemala Pandora Pacamara Medium-Light Roast","Cafe de Impression","Kaohsiung","Taiwan"
"Panama Geisha Aroma Roast","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Kenya Nyeri AB Gichatha-ini Signature Series","Wood-Fire Roasted Coffee","Reno","United States"
"El Salvador Nombre de Dios","Kuma Coffee","Seattle","United States"
"El Salvador Nombre de Dios","Kuma Coffee","Seattle","United States"
"Panama Elida Estate Natural Process","Kuma Coffee","Seattle","United States"
"Panama Elida Estate Natural Process","Kuma Coffee","Seattle","United States"
"Kenya Karinga","Water Avenue Coffee Company","Portland","United States"
"Kenya Karinga","Water Avenue Coffee Company","Portland","United States"
"Kenya Kiandu","Gimme! Coffee","Ithaca","United States"
"Kenya Kiandu","Gimme! Coffee","Ithaca","United States"
"Kenya Kiandu","Gimme! Coffee","Ithaca","United States"
"Kenya Karatu AA","Coffea Roasterie","Sioux Falls","United States"
"Kenya Karatu AA","Coffea Roasterie","Sioux Falls","United States"
"Kenya Karatu AA","Coffea Roasterie","Sioux Falls","United States"
"Kenya Giakanja","Klatch Coffee","Los Angeles","United States"
"Kenya Giakanja","Klatch Coffee","Los Angeles","United States"
"Kenya Giakanja","Klatch Coffee","Los Angeles","United States"
"Kenya AA Kiaora Estate Full City Roast","Strongtree Heirloom Organic Coffees","Hudson","United States"
"Kenya AA Kiaora Estate Full City Roast","Strongtree Heirloom Organic Coffees","Hudson","United States"
"Kenya Kirinyaga Kii Peaberry Espresso","JBC Coffee Roasters","Madison","United States"
"Costa Rica Micro Lot “Pepe” Honey Processed","Bard Coffee","Portland","United States"
"Panama Gesha 2011","Barrington Coffee Roasting Co.","Lee","United States"
"Kenya Gethembwini","Cafe Grumpy","Brooklyn","United States"
"Kenya Gethembwini","Cafe Grumpy","Brooklyn","United States"
"Kenya Gethembwini","Cafe Grumpy","Brooklyn","United States"
"Ibonia Kenya Peaberry","Coava Coffee Roasters","Portland","United States"
"Colombia Finca Cerro Azul","Bird Rock Coffee Roasters","San Diego","United States"
"Kenya Ndiara","Terroir Coffee","Acton","United Kingdom"
"Kenya Ndiara","Terroir Coffee","Acton","United Kingdom"
"Guatemala La Conception","Terroir Coffee","Acton","United Kingdom"
"Guatemala La Conception","Terroir Coffee","Acton","United Kingdom"
"El Salvador La Montana Pacamara","Coffea Roasterie","Sioux Falls","United States"
"El Salvador La Montana Pacamara","Coffea Roasterie","Sioux Falls","United States"
"El Salvador La Montana Pacamara","Coffea Roasterie","Sioux Falls","United States"
"El Salvador La Montana Pacamara","Coffea Roasterie","Sioux Falls","United States"
"El Salvador La Montana Pacamara","Coffea Roasterie","Sioux Falls","United States"
"Ethiopia Konga Co-op Yirgacheffe","Terroir Coffee","Acton","United Kingdom"
"Panama Mama Cata Geisha","Paradise Roasters","Hilo","United States"
"El Salvador Pacamara Finca Los Alpes The Bank","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes The Bank","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes The Bank","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes The Bank","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes The Bank","JBC Coffee Roasters","Madison","United States"
"Guatemala Hunapu Antigua Bourbon","Temple Coffee and Tea","Sacramento","United States"
"Guatemala Hunapu Antigua Bourbon","Temple Coffee and Tea","Sacramento","United States"
"Kenya Bourbon French Mission","Cherry Smile","Taipei","Taiwan"
"El Salvador Pacamara Finca Los Alpes Tierra Fertil","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes Tierra Fertil","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes Tierra Fertil","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes Tierra Fertil","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Finca Los Alpes Tierra Fertil","JBC Coffee Roasters","Madison","United States"
"Panama Esmeralda Mario Carnival","Paradise Roasters","Hilo","United States"
"Panama La Esmeralda Especial Mario San Jose","Bird Rock Coffee Roasters","San Diego","United States"
"Sulawesi Toraja","The Roasterie","Kansas City","United States"
"Romance by Paradise","Paradise Roasters","Hilo","United States"
"La Esmeralda","Terroir Coffee","Acton","United Kingdom"
"Panama Elida Estate Natural","PT's Coffee Roasting Co.","Topeka","United States"
"Hacienda La Esmeralda Special Mario Carnaval","PT's Coffee Roasting Co.","Topeka","United States"
"Panama El Burro Estate","Geisha Coffee Roaster","Longwood","United States"
"Ka’u Bourbon","Rusty's Hawaiian Coffee","Pahala","United States"
"Ka’u Bourbon","Rusty's Hawaiian Coffee","Pahala","United States"
"Ka’u Bourbon","Rusty's Hawaiian Coffee","Pahala","United States"
"Burundi Kinyovu","Kaldi's Coffee Roasting","St. Louis","United States"
"Burundi Kinyovu","Kaldi's Coffee Roasting","St. Louis","United States"
"Burundi Kinyovu","Kaldi's Coffee Roasting","St. Louis","United States"
"Romance by Paradise","Paradise Roasters","Hilo","United States"
"Kenya Ndiara Full Flavor Roast","Terroir Coffee","Acton","United Kingdom"
"El Salvador Finca Kilimanjaro","PT's Coffee Roasting Co.","Topeka","United States"
"El Salvador Finca Siberia Pacamara","Batdorf & Bronson","Olympia","Greece"
"El Salvador Finca Siberia Pacamara","Batdorf & Bronson","Olympia","Greece"
"El Salvador Finca Siberia Pacamara","Batdorf & Bronson","Olympia","Greece"
"El Salvador Finca Siberia Pacamara","Batdorf & Bronson","Olympia","Greece"
"El Salvador Finca Siberia Pacamara","Batdorf & Bronson","Olympia","Greece"
"Panama Esmeralda Especial","PT's Coffee Roasting Co.","Topeka","United States"
"La Esmeralda Panama","Terroir Coffee","Acton","United Kingdom"
"Panama Esmeralda Lot 9","Klatch Coffee","Los Angeles","United States"
"El Salvador Pacamara Tierra Fertil Los Alpes Reserva","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Tierra Fertil Los Alpes Reserva","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Tierra Fertil Los Alpes Reserva","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Tierra Fertil Los Alpes Reserva","JBC Coffee Roasters","Madison","United States"
"El Salvador Pacamara Tierra Fertil Los Alpes Reserva","JBC Coffee Roasters","Madison","United States"
"Guatemala El Injerto","Terroir Coffee","Acton","United Kingdom"
"Hacienda La Esmeralda","Willoughby's Coffee & Tea","Branford","United States"
"Esmeralda Especial Best of Panama","The Roasterie","Kansas City","United States"
"Esmeralda Especial Panama","Klatch Coffee","Los Angeles","United States"
"Panama Hacienda La Esmeralda Gesha","Paradise Roasters","Hilo","United States"
"El Salvador Los Planes Cup of Excellence 2006","PT's Coffee Roasting Co.","Topeka","United States"
"El Salvador Los Planes Cup of Excellence 2006","PT's Coffee Roasting Co.","Topeka","United States"
"El Salvador Los Planes Cup of Excellence 2006","PT's Coffee Roasting Co.","Topeka","United States"
"El Salvador Los Planes Cup of Excellence 2006","PT's Coffee Roasting Co.","Topeka","United States"
"Colombia Hato Viejo Cup of Excellence","Atomic Cafe Coffee Roasters","Salem","United States"
"El Salvador Los Planes Pacamara","Torreo Coffee Roasters","Philadelphia","United States"
"El Salvador Los Planes Pacamara","Torreo Coffee Roasters","Philadelphia","United States"
"El Salvador Los Planes Pacamara","Torreo Coffee Roasters","Philadelphia","United States"
"El Salvador Los Planes Pacamara","Torreo Coffee Roasters","Philadelphia","United States"
"El Salvador Pacamara Los Planes","Intelligentsia Coffee","Chicago","United States"
"El Salvador Pacamara Los Planes","Intelligentsia Coffee","Chicago","United States"
"El Salvador Pacamara Los Planes","Intelligentsia Coffee","Chicago","United States"
"El Salvador Pacamara Los Planes","Intelligentsia Coffee","Chicago","United States"
"Panama Esmeralda Especial","Stumptown Coffee Roasters","Portland","United States"
"Panama Esmeralda Especial","Stumptown Coffee Roasters","Portland","United States"
"Nicaragua El Progresso COE Lot #1","Torreo Coffee Roasters","Philadelphia","United States"
"Nicaragua El Progresso COE Lot #1","Torreo Coffee Roasters","Philadelphia","United States"
"Panama Auromar Geisha Natural Peaberry","PT's Coffee Roasting Co.","Topeka","United States"
"El Burro Geisha Tachi Natural","Geisha Coffee Roaster","Longwood","United States"
"Holiday Blend","Ghost Town Coffee Roasters","Bozeman","United States"
"Holiday Blend","Ghost Town Coffee Roasters","Bozeman","United States"
"Holiday Blend","Lab 146","Kaohsiung","Taiwan"
"Nicaragua Pacamara Los Congos Lot #8","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Los Congos Lot #8","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Los Congos Lot #8","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Los Congos Lot #8","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Los Congos Lot #8","Old Soul Co.","Sacramento","United States"
"Panama Boquete Kotowa Gesha Natural","Giv COFFEE","Torrington","United States"
"Panama Finca Auromar Camilina Natural","Willoughby's Coffee & Tea","Branford","United States"
"Panama Finca Deborah Caturra Natural","Temple Coffee and Tea","Sacramento","United States"
"Panama La Esmeralda Bosque Lot 1 Gesha","Bird Rock Coffee Roasters","San Diego","United States"
"Finca La Mula Panama Geisha Natural","JBC Coffee Roasters","Madison","United States"
"La Lagunita El Salvador","JBC Coffee Roasters","Madison","United States"
"La Lagunita El Salvador","JBC Coffee Roasters","Madison","United States"
"Costa Rica Alberto Guardia Venecia Honey","Temple Coffee and Tea","Sacramento","United States"
"Nicaragua Cafe Vidita Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Cafe Vidita Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Cafe Vidita Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Cafe Vidita Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Cafe Vidita Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Guatemala San Sebastian Natural","Turning Point Coffee","San Francisco","United States"
"Guatemala San Sebastian Natural","Turning Point Coffee","San Francisco","United States"
"Guatemala San Sebastian Natural","Turning Point Coffee","San Francisco","United States"
"Guatemala San Sebastian Natural","Turning Point Coffee","San Francisco","United States"
"Guatemala San Sebastian Natural","Turning Point Coffee","San Francisco","United States"
"Ethiopia Kochere Espresso Profile","Turning Point Coffee","San Francisco","United States"
"Fully Washed Ethiopia Phoenix Special “Dr. Evil”","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Panama Elida Natural Lot #13","Old Soul Co.","Sacramento","United States"
"Panama Altieri Natural Geisha","Klatch Coffee","Los Angeles","United States"
"Kemgin Ninety Plus","Barrington Coffee Roasting Co.","Lee","United States"
